,text,first_cates,sec_cates,cates
2227,"В случае замены административного наказания в виде административного штрафа на предупреждение дополнительное административное наказание, предусмотренное соответствующей статьей раздела II настоящего Кодекса или закона субъекта Российской Федерации об административных правонарушениях, не применяется.",BAN,CARE,"BAN,CARE"
2228,"На период действия договора владелец рекламной конструкции имеет право беспрепятственного доступа к недвижимому имуществу, к которому присоединяется рекламная конструкция, и пользования этим имуществом для целей, связанных с осуществлением прав владельца рекламной конструкции, в том числе с ее эксплуатацией, техническим обслуживанием и демонтажом.",ALLOW,CARE,"ALLOW,CARE"
2229,"Кредиторы или иные лица, в отношении которых совершена оспариваемая сделка или о правах и об обязанностях которых может быть принят судебный акт в отношении оспариваемой сделки, являются лицами, участвующими в рассмотрении арбитражным судом заявления об оспаривании сделки должника.",DEC,NON,"DEC,NON"
2230,Исходя из общепризнанных принципов и норм международного права и в соответствии с Конституцией Российской Федерации основными принципами правового регулирования трудовых отношений и иных непосредственно связанных с ними отношений признаются: обеспечение права на обязательное социальное страхование работников,DEC,CARE,"DEC,CARE"
2231,"Запрещается распространение в средствах массовой информации, а также в информационно-телекоммуникационных сетях сведений, содержащих инструкции по самодельному изготовлению взрывчатых веществ и взрывных устройств, незаконному изготовлению или переделке оружия, основных частей огнестрельного оружия, а равно незаконному изготовлению боеприпасов, за исключением сведений, содержащих инструкции по самостоятельному снаряжению патронов к гражданскому огнестрельному длинноствольному оружию.",BAN,LOYAL,"BAN,LOYAL"
2232,"Действие трудового законодательства Российской Федерации распространяется на сотрудников полиции в части, не урегулированной законодательством Российской Федерации, регламентирующим вопросы прохождения службы в органах внутренних дел, и настоящим Федеральным законом.",DEC,NON,"DEC,NON"
2233,"Порядок финансирования государственной службы российского казачества устанавливается Правительством Российской Федерации, органами исполнительной власти субъектов Российской Федерации и органами местного самоуправления муниципальных образований.",DEC,AUTH,"DEC,AUTH"
2234,"Регулирование трудовых отношений и иных непосредственно связанных с ними отношений в соответствии с Конституцией Российской Федерации, федеральными конституционными законами осуществляется: иными нормативными правовыми актами, содержащими нормы трудового права",DEC,NON,"DEC,NON"
2235,"Для целей настоящего Федерального закона под иностранным агентом понимается лицо, получившее поддержку и (или) находящееся под иностранным влиянием в иных формах и осуществляющее деятельность, виды которой установлены статьей 4 настоящего Федерального закона.",DEF,PUR,"DEF,PUR"
2236,К полномочиям органов государственной власти субъекта Российской Федерации в области жилищных отношений относятся: 8.8) утверждение порядка и перечня случаев оказания на возвратной и (или) безвозвратной основе за счет средств бюджета субъекта Российской Федерации дополнительной помощи при возникновении неотложной необходимости в проведении капитального ремонта общего имущества в многоквартирных домах;,OTHER,NON,"OTHER,NON"
2237,"Рекультивация земель представляет собой мероприятия по предотвращению деградации земель и (или) восстановлению их плодородия посредством приведения земель в состояние, пригодное для их использования в соответствии с целевым назначением и разрешенным использованием, в том числе путем устранения последствий загрязнения почв, восстановления плодородного слоя почвы, создания защитных лесных насаждений.",DEF,CARE,"DEF,CARE"
2238,"Состав информации о распространенной в информационно-телекоммуникационной сети ""Интернет"" рекламе, подлежащей учету, хранению и обработке федеральным органом исполнительной власти, осуществляющим функции по контролю и надзору в сфере средств массовой информации, массовых коммуникаций, информационных технологий и связи, определяется Правительством Российской Федерации.",DUTY,AUTH,"DUTY,AUTH"
2239,"Сотрудник полиции обязан проходить специальную подготовку, а также периодическую проверку на профессиональную пригодность к действиям в условиях, связанных с применением физической силы, специальных средств и огнестрельного оружия.",DUTY,NON,"DUTY,NON"
2240,"В настоящем Федеральном законе используются следующие основные понятия: экологический риск - вероятность наступления события, имеющего неблагоприятные последствия для природной среды и вызванного негативным воздействием хозяйственной и иной деятельности, чрезвычайными ситуациями природного и техногенного характера;",DEF,NON,"DEF,NON"
2241,"метательное оружие - оружие, предназначенное для поражения цели на расстоянии, метаемое с использованием мускульной силы человека (метательное бросковое оружие), а также оружие, предназначенное для поражения цели на расстоянии снарядами, метаемыми с использованием механической энергии (метательное стрелковое оружие);",DEF,NON,"DEF,NON"
2242,"5. Совместные завещания супругов, наследственные договоры, а также завещания, содержащие решение об учреждении наследственного фонда, не могут быть закрытыми. Несоблюдение этого требования влечет ничтожность указанных завещаний и договоров.",BAN,NON,"BAN,NON"
2243,инклюзивное образование - обеспечение равного доступа к образованию для всех обучающихся с учетом разнообразия особых образовательных потребностей и индивидуальных возможностей;,DEF,NON,"DEF,NON"
2244,К ведению Российской Федерации в области оказания государственной социальной помощи относятся:,DEC,NON,"DEC,NON"
2245,"Информация о состоянии окружающей среды (экологическая информация) является общедоступной информацией, к которой не может быть ограничен доступ, за исключением информации, отнесенной законодательством Российской Федерации к государственной тайне.",BAN,CARE,"BAN,CARE"
2246,"Осуществление деятельности, предусматривающей использование животных в культурно-зрелищных целях, основной целью которой является предоставление зрителям или посетителям физического контакта с животными, не допускается.",BAN,CARE,"BAN,CARE"
2247,"Заявления о признании гражданином Российской Федерации и о приеме в гражданство Российской Федерации лиц, указанных в статье 41.1 настоящего Федерального закона, подаются заявителем лично в письменном виде на бланке установленной формы в территориальный орган по месту жительства или месту пребывания заявителя (при наличии регистрации по месту жительства или месту пребывания) либо по месту фактического проживания заявителя, не имеющего регистрации по месту жительства или месту пребывания.",ALLOW,NON,"ALLOW,NON"
2248,Целями настоящего Федерального закона являются... cоздание благоприятных условий для производства и распространения социальной рекламы...,GOAL,CARE,"GOAL,CARE"
2249,Уполномоченный орган направляет иностранному агенту в письменной форме мотивированное решение о запрете осуществления заявленной для осуществления либо осуществляемой программы (ее части).,DEC,FAIR,"DEC,FAIR"
2250,"2. Для перевода жилого помещения в нежилое помещение или нежилого помещения в жилое помещение собственник соответствующего помещения или уполномоченное им лицо (далее в настоящей главе - заявитель) в орган, осуществляющий перевод помещений, по месту нахождения переводимого помещения непосредственно либо через многофункциональный центр предоставления государственных и муниципальных услуг (далее - многофункциональный центр) в соответствии с заключенным ими в установленном Правительством Российской Федерации порядке соглашением о взаимодействии представляет: 1) заявление о переводе помещения;",DUTY,NON,"DUTY,NON"
2251,"Федеральные органы власти, органы государственной власти субъектов Российской Федерации, иные государственные органы и организации обязаны предоставлять иные сведения, необходимые для ведения воинского учета, в порядке, установленном Правительством Российской Федерации.",DUTY,NON,"DUTY,NON"
2252,"Заявителю выдается расписка в получении от заявителя документов с указанием их перечня и даты их получения органом, осуществляющим согласование, а также с указанием перечня документов, которые будут получены по межведомственным запросам.",DUTY,NON,"DUTY,NON"
2253,"Гражданами Российской Федерации являются: б) лица, которые приобрели гражданство Российской Федерации в соответствии с настоящим Федеральным законом.",DEF,NON,"DEF,NON"
2254,"Не является административным правонарушением причинение лицом вреда охраняемым законом интересам в состоянии крайней необходимости, то есть для устранения опасности, непосредственно угрожающей личности и правам данного лица или других лиц, а также охраняемым законом интересам общества или государства, если эта опасность не могла быть устранена иными средствами и если причиненный вред является менее значительным, чем предотвращенный вред.",DEF,CARE,"DEF,CARE"
2255,"Гражданин Российской Федерации, осужденный судом Российской Федерации к лишению свободы и имеющий двойное гражданство или множественное гражданство, при наличии его добровольного согласия может быть передан для отбывания наказания в иностранном государстве, гражданство (подданство) которого он имеет, если это предусмотрено международным договором Российской Федерации.",ALLOW,FAIR,"ALLOW,FAIR"
2256,"Потребители, иные истцы по искам, связанным с нарушением прав потребителей, освобождаются от уплаты государственной пошлины в соответствии с законодательством Российской Федерации о налогах и сборах.",ALLOW,AUTH,"ALLOW,AUTH"
2257,"Лицо не признается гражданином Российской Федерации в случае, если: е) после первичного получения паспорта гражданина Российской Федерации лицо приобрело гражданство иностранного государства или действительный документ, подтверждающий право на проживание в иностранном государстве, за исключением случаев, если в соответствии с федеральным законом или международным договором Российской Федерации лицо может иметь гражданство иностранного государства (двойное гражданство).",DEF,NON,"DEF,NON"
2258,"привлекать работников к дисциплинарной и материальной ответственности в порядке, установленном настоящим Кодексом, иными федеральными законами;",ALLOW,AUTH,"ALLOW,AUTH"
2259,"Материалы, производимые и (или) распространяемые учредителем, членом, участником, руководителем общественного объединения, действующего без образования юридического лица, руководителем юридического лица, включенного в реестр, или лицом, входящим в состав органа такого лица, при осуществлении ими вида деятельности, установленного статьей 4 настоящего Федерального закона, материалы, направляемые указанными лицами в органы публичной власти, образовательные организации, иные органы и организации в связи с осуществлением вида деятельности, установленного статьей 4 настоящего Федерального закона, информация, касающаяся вида деятельности, установленного статьей 4 настоящего Федерального закона, распространяемая в том числе через средства массовой информации и (или) с использованием информационно-телекоммуникационной сети ""Интернет"", должны сопровождаться указанием на то, что эти материалы (информация) произведены, распространены и (или) направлены учредителем, членом, участником, руководителем юридического лица, включенного в реестр, или лицом, входящим в состав органа такого лица.",DUTY,NON,"DUTY,NON"
2260,"В целях настоящего Федерального закона используются следующие основные понятия: 5) жестокое обращение с животным - обращение с животным, которое привело или может привести к гибели, увечью или иному повреждению здоровья животного (включая истязание животного, в том числе голодом, жаждой, побоями, иными действиями), нарушение требований к содержанию животных, установленных настоящим Федеральным законом, другими федеральными законами и иными нормативными правовыми актами Российской Федерации (в том числе отказ владельца от содержания животного), причинившее вред здоровью животного, либо неоказание при наличии возможности владельцем помощи животному, находящемуся в опасном для жизни или здоровья состоянии;",DEF,CARE,"DEF,CARE"
2261,"При перераспределении земель и земельного участка существование исходного земельного участка прекращается и образуется новый земельный участок, за исключением случая, предусмотренного пунктом 12 статьи 39.29 настоящего Кодекса.",OTHER,NON,"OTHER,NON"
2262,"7. При осуществлении государственного жилищного надзора, муниципального жилищного контроля в отношении жилых помещений, используемых гражданами, плановые контрольные (надзорные) мероприятия не проводятся.",BAN,NON,"BAN,NON"
2263,"Непредоставление до окончания срока предвыборной агитации возможности обнародовать (опубликовать) опровержение или иное разъяснение в защиту чести, достоинства или деловой репутации зарегистрированного кандидата, деловой репутации избирательного объединения в случае обнародования (опубликования) в средствах массовой информации материалов, способных нанести ущерб чести, достоинству или деловой репутации зарегистрированного кандидата, деловой репутации избирательного объединения, если в соответствии с федеральным законом предоставление такой возможности является обязательным, - (в ред. Федерального закона от 21.07.2005 N 93-ФЗ) влечет наложение административного штрафа на должностных лиц в размере от двух тысяч до трех тысяч рублей; на юридических лиц - от десяти тысяч до двадцати тысяч рублей.",BAN,CARE,"BAN,CARE"
2264,В отношении поднадзорного лица могут устанавливаться следующие административные ограничения: 2) запрещение посещения мест проведения массовых и иных мероприятий и участия в указанных мероприятиях;,DUTY,PUR,"DUTY,PUR"
2265,"Дикие животные, содержащиеся или используемые в условиях неволи с нарушением требований, установленных настоящим Федеральным законом, подлежат конфискации в случаях и в порядке, которые установлены законодательством Российской Федерации.",DEC,CARE,"DEC,CARE"
2266,Граждане обязаны: сохранять природу и окружающую среду;,DUTY,CARE,"DUTY,CARE"
2267,"Достигшие возраста восемнадцати лет и обладающие дееспособностью лица без гражданства, которые имели гражданство СССР, проживали и проживают в государствах, входивших в состав СССР, и не получили гражданство этих государств, в течение одного года после дня вступления в силу настоящего Федерального закона вправе обратиться в дипломатические представительства или консульские учреждения с заявлениями о приеме в гражданство Российской Федерации по основанию, предусмотренному пунктом 8 части 2 статьи 16 настоящего Федерального закона, без учета требований, предусмотренных пунктами 1 и 3 части 1 статьи 15 настоящего Федерального закона.",ALLOW,LOYAL,"ALLOW,LOYAL"
2268,"В информационной продукции для детей, включая информационную продукцию, распространяемую посредством информационно-телекоммуникационных сетей, в том числе сети ""Интернет"", и сетей подвижной радиотелефонной связи, не допускается размещать объявления о привлечении детей к участию в создании информационной продукции, причиняющей вред их здоровью и (или) развитию.",BAN,CARE,"BAN,CARE"
2269,Уведомление представляется в регистрирующий орган в письменной форме непосредственно или направляется заказным почтовым отправлением с уведомлением о вручении.,OTHER,NON,"OTHER,NON"
2270,Органы государственной власти субъектов Российской Федерации вправе законодательным актом устанавливать порядок осуществления деятельности по обращению с животными без владельцев и определять перечень мероприятий при осуществлении такой деятельности.,ALLOW,AUTH,"ALLOW,AUTH"
2271,"Гражданское оружие подразделяется на:    6) оружие, используемое в культурных и образовательных целях:  списанное оружие.",DEF,PUR,"DEF,PUR"
2272,"Для рассмотрения заявления о переустройстве и (или) перепланировке помещения в многоквартирном доме орган, осуществляющий согласование, по месту нахождения переустраиваемого и (или) перепланируемого помещения в многоквартирном доме запрашивает следующие документы (их копии или содержащиеся в них сведения), если они не были представлены заявителем по собственной инициативе: 2) технический паспорт переустраиваемого и (или) перепланируемого помещения в многоквартирном доме;",DUTY,NON,"DUTY,NON"
2273,"3) уполномоченный банк - банк, созданный в соответствии с законодательством Российской Федерации и включенный Банком России в перечень банков, соответствующих критериям, установленным Правительством Российской Федерации.",DEF,NON,"DEF,NON"
2274,Усыновление ребенка в случае лишения родителей (одного из них) родительских прав допускается не ранее истечения шести месяцев со дня вынесения решения суда о лишении родителей (одного из них) родительских прав.,DEC,NON,"DEC,NON"
2275,"государственный реестр казачьих обществ в Российской Федерации - информационный ресурс, содержащий сведения о казачьих обществах;",DEF,AUTH,"DEF,AUTH"
2276,"Если приговором суда установлено, что общее имущество супругов было приобретено или увеличено за счет средств, полученных одним из супругов преступным путем, взыскание может быть обращено соответственно на общее имущество супругов или на его часть.",DEC,PUR,"DEC,PUR"
2277,"В настоящем Федеральном законе используются следующие основные понятия: информация о состоянии окружающей среды (экологическая информация) - сведения (сообщения, данные) независимо от формы их представления об окружающей среде, в том числе о ретроспективном, текущем и прогнозируемом состоянии окружающей среды, ее загрязнении, происходящих в ней процессах и явлениях, а также о воздействии на окружающую среду осуществляемой и планируемой хозяйственной и иной деятельности, о проводимых и планируемых мероприятиях в области охраны окружающей среды;",DEF,NON,"DEF,NON"
2278,"Оператор обязан обеспечить субъекту персональных данных возможность определить перечень персональных данных по каждой категории персональных данных, указанной в согласии на обработку персональных данных, разрешенных субъектом персональных данных для распространения.",DUTY,NON,"DUTY,NON"
2279,"продажа или передача патронов к гражданскому оружию лицам, не владеющим на законном основании таким гражданским оружием, за исключением случаев, установленных настоящим Федеральным законом, а также передачи патронов лицам, занимающимся в спортивных организациях видами спорта, связанными с использованием огнестрельного оружия, или проходящим стрелковую подготовку в образовательных организациях;",BAN,AUTH,"BAN,AUTH"
2280,"Неисполнение обязанности по разработке проектов нормативов образования отходов производства и потребления и лимитов на их размещение или направлению таких проектов на утверждение в уполномоченный орган, если такая обязанность установлена законодательством Российской Федерации, - влечет наложение административного штрафа на должностных лиц в размере от двадцати тысяч до сорока тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от сорока тысяч до шестидесяти тысяч рублей; на юридических лиц - от двухсот тысяч до трехсот пятидесяти тысяч рублей.",BAN,AUTH,"BAN,AUTH"
2281,"Нарушение установленных в территориальном море и во внутренних морских водах Российской Федерации, в российской части вод пограничных рек, озер и иных водных объектов правил учета, хранения, выхода из пунктов базирования и возвращения в пункты базирования, пребывания на водных объектах российских маломерных самоходных и несамоходных (надводных и подводных) судов (средств) или средств передвижения по льду - (в ред. Федерального закона от 14.07.2008 N 118-ФЗ) влечет предупреждение или наложение административного штрафа на граждан в размере от пятисот до одной тысячи рублей; на должностных лиц - от двух тысяч до пяти тысяч рублей; на юридических лиц - от пяти тысяч до десяти тысяч рублей.",UNCHECKED,LOYAL,"UNCHECKED,LOYAL"
2282,В целях защиты прав потребителей на территории муниципального образования органы местного самоуправления вправе: обращаться в суды в защиту прав потребителей (неопределенного круга потребителей);,ALLOW,FAIR,"ALLOW,FAIR"
2283,Гражданское оружие подразделяется на:       4) сигнальное оружие;,DEF,NON,"DEF,NON"
2284,"В случае, если ветеран боевых действий приобрел за собственный счет протез (кроме зубных протезов), протезно-ортопедическое изделие, обеспечение которыми предусмотрено в установленном порядке, ему выплачивается компенсация в том же размере, что и размер компенсации, установленной частью шестой статьи 11 Федерального закона от 24 ноября 1995 года N 181-ФЗ ""О социальной защите инвалидов в Российской Федерации"";",DUTY,CARE,"DUTY,CARE"
2285,"Педагогическая экспертиза проводится в отношении проектов нормативных правовых актов и нормативных правовых актов, касающихся вопросов обучения и воспитания, в целях выявления и предотвращения установления ими положений, способствующих негативному воздействию на качество обучения по образовательным программам определенного уровня и (или) направленности и условия их освоения обучающимися.",DEF,NON,"DEF,NON"
2286,"Исходя из общепризнанных принципов и норм международного права и в соответствии с Конституцией Российской Федерации основными принципами правового регулирования трудовых отношений и иных непосредственно связанных с ними отношений признаются: обеспечение равенства возможностей работников без всякой дискриминации на продвижение по работе с учетом производительности труда, квалификации и стажа работы по специальности, а также на подготовку и дополнительное профессиональное образование",DEC,FAIR,"DEC,FAIR"
2287,"предоставление ему работы, обусловленной трудовым договором;",ALLOW,NON,"ALLOW,NON"
2288,О принятии к рассмотрению заявления о признании гражданином Российской Федерации или о приеме в гражданство Российской Федерации заявителю выдается справка на бланке установленной формы вместе с описью принятых от него документов.,DUTY,NON,"DUTY,NON"
2289,"Размер социальной доплаты к пенсии не подлежит пересмотру в связи с индексацией (корректировкой) размеров денежных выплат, перечисленных в пунктах 1 и 3 части 2 настоящей статьи.",DEC,AUTH,"DEC,AUTH"
2290,"К полномочиям органов государственной власти Российской Федерации в области жилищных отношений относятся: 6) определение порядка предоставления жилых помещений жилищного фонда Российской Федерации гражданам, которые нуждаются в жилых помещениях и категории которых установлены федеральным законом, указами Президента Российской Федерации;",OTHER,NON,"OTHER,NON"
2291,"К полномочиям Российской Федерации в области земельных отношений относятся: 5) резервирование земель, изъятие земельных участков для нужд Российской Федерации;",ALLOW,NON,"ALLOW,NON"
2292,"Запрещается удовлетворение требований потребителей в отношении товаров (работ, услуг) с недостатками ставить в зависимость от условий, не связанных с недостатками товаров (работ, услуг).",BAN,FAIR,"BAN,FAIR"
2293,2) пользования жилыми помещениями частного жилищного фонда;,DEC,NON,"DEC,NON"
2294,"Обязательным является установление судом административного ограничения в виде: 1) обязательной явки поднадзорного лица от одного до четырех раз в месяц в орган внутренних дел по месту жительства, пребывания или фактического нахождения для регистрации;",DUTY,PUR,"DUTY,PUR"
2295,Сведения о конкретном средстве массовой информации предоставляются регистрирующим органом бесплатно в течение пяти рабочих дней со дня получения заявления о предоставлении таких сведений.,OTHER,NON,"OTHER,NON"
2296,поощрять работников за добросовестный эффективный труд;,ALLOW,FAIR,"ALLOW,FAIR"
2297,"Установленные частью 4 настоящей статьи ограничения не распространяются на упоминания о физических лицах, оказавшихся в трудной жизненной ситуации или нуждающихся в лечении, в целях оказания им благотворительной помощи.",ALLOW,CARE,"ALLOW,CARE"
2298,"Медицинская организация обязана проинформировать гражданина о результатах медицинского освидетельствования, о передаче информации об оформленных медицинских заключениях в федеральный орган исполнительной власти, уполномоченный в сфере оборота оружия, а также выдать гражданину по его просьбе выписку о результатах медицинского освидетельствования.",DUTY,NON,"DUTY,NON"
2299,"Граждане имеют право на получение бесплатной юридической помощи в случаях и в порядке, которые предусмотрены настоящим Федеральным законом, другими федеральными законами и законами субъектов Российской Федерации.",ALLOW,LOYAL,"ALLOW,LOYAL"
2300,"3. Наличие у гражданина Российской Федерации двойного гражданства или множественного гражданства не может являться основанием для его высылки из Российской Федерации или выдачи иностранному государству, в том числе государству, гражданство (подданство) которого имеет гражданин Российской Федерации.",BAN,CARE,"BAN,CARE"
2301,"Гражданство Российской Федерации приобретается: а) в соответствии со статьей 41.2 настоящего Федерального закона:  даты выдачи вкладыша к паспорту гражданина СССР, удостоверению личности (военному билету) военнослужащего или свидетельству о рождении, подтверждающего наличие гражданства Российской Федерации (при наличии)",DEC,NON,"DEC,NON"
2302,"Сотрудник полиции, не прошедший проверку на профессиональную пригодность к действиям в условиях, связанных с применением физической силы, специальных средств и огнестрельного оружия, проходит аттестацию на соответствие замещаемой должности.",DEC,NON,"DEC,NON"
